category,question,answer,source
결제계좌 안내/변경,유선상으로 자동 이체 계좌를 변경하고자 할 경우 필요한 정보가 뭐야?,변경할 은행 이름과 계좌번호,하나카드:22994
승인취소/매출취소 안내,쿠팡 결제 취소 건은 어떻게 처리되었나요?,정상적으로 취소 데이터가 반영되었음,하나카드:23017
이용내역 안내,통신요금은 실적 제외 항목에 포함되는 거야?,응.,하나카드:22992
승인취소/매출취소 안내,상담 당시 학원비 취소가 즉시 처리되었나요?,"아니요, 평일 기준 2-3일 후에 처리될 예정입니다.",하나카드:22978
도난/분실 신청/해제,체크 카드 재발급 시 발급 수수료가 발생되는 거야?,응.,하나카드:23001
이용방법 안내,19세 미만 청소년을 위한 카드는 자동으로 청소년 요금이 적용되나요?,"예, 티머니 충전 후 사용하면 자동으로 청소년 요금이 적용됩니다.",하나카드:23014
도난/분실 신청/해제,카드 분실 시 즉시 재발급이 가능한가요?,"아니요, 재발급은 해당 카드사에 직접 연락해야 합니다.",하나카드:23018
승인취소/매출취소 안내,결제 취소 내용을 확인하고 싶은 게 쿠팡에서 이용했던 내용일까요?,예.,하나카드:23017
이용방법 안내,티머니 카드 발급 가능 연령이 어떻게 돼?,19세 미만,하나카드:23014
이용내역 안내,결제 정보가 당일에 반영되지 않고 늦게 반영될 수 있는 이유는 무엇인가요?,통신사 문제로 조금 늦게 올라갈 수 있습니다.,하나카드:23016
승인취소/매출취소 안내,카드 결제 취소 시 즉시 승인 취소 문자가 오나요?,"아니요, 전표가 접수된 후에 취소 문자가 발송됩니다.",하나카드:23019
한도상향 접수/처리,앱에서 카드 한도 상향을 진행할 수 있습니까?,아니요.,하나카드:23024
선결제/즉시출금,카드 유효기간이 지난 경우 자동 결제는 어떻게 진행되나요?,자동 이체만 가능,하나카드:23026
결제일 안내/변경/취소,카드 결제일 변경 후 며칠 이내에는 재변경이 어려울 수 있나요?,일정 기간 이내,하나카드:23022
오토할부/오토캐쉬백 안내/신청/취소,선입금 방식으로 결제할 경우 받을 수 있는 캐시백 비율은 얼마인가?,1.3%,하나카드:23029
이벤트 안내,대형 마트 업종으로 등록된 곳에서 결제 시 최대 몇 개월까지 무이자 할부가 가능하지?,5개월,하나카드:23041
승인취소/매출취소 안내,해외에서 결제 취소 시 즉시 취소가 안 되면 전표 매입까지 시간이 얼마나 걸립니까?,"보통 3, 4일에서 일주일까지 걸립니다.",하나카드:23032
승인취소/매출취소 안내,해외 결제 취소 시 즉시 취소가 되나요?,"아니요, 보통 3-4일에서 일주일 정도 소요됩니다.",하나카드:23032
결제대금 안내,"카드론 상환 후, 남아 있는 결제 예정 금액은 무엇인가요?",일시불 금액,하나카드:23030
서비스 이용방법 안내,첫 달에 실적이 없어도 할인 혜택을 받을 수 있나요?,"네, 첫 달에도 할인 혜택을 받을 수 있습니다.",하나카드:23065
이용내역 안내,재발급 받은 카드로 결제하면 재발급 수수료를 돌려받을 수 있나요?,"예, 국내 가맹점에서 일정 금액 이상 사용하면 재발급 수수료를 페이백 받을 수 있습니다.",하나카드:23031
심사 진행사항 안내,카드를 교체 발급받을 때도 심사가 필요해?,응.,하나카드:23042
매출구분 변경,해외 결제 건을 무이자 할부로 변경할 수 있어?,"아니, 해외 이용 건은 할부 무이자 이벤트가 없어서 변경하면 할부 이자가 부과돼.",하나카드:23045
일부결제대금이월약정 해지,리볼빙 해지 후 재가입 시 심사를 받아야 할까요?,"네, 재가입을 원한다면 다시 심사를 받아야 합니다.",하나카드:23043
연체대금 즉시출금,이중 인출이 되면 즉시 계좌로 환불되는 거야?,"아니, 내일 계좌로 환불 돼.",하나카드:23039
선결제/즉시출금,선결제는 정상적으로 처리되었어?,응.,하나카드:23046
오토할부/오토캐쉬백 안내/신청/취소,오토 캐시백을 신청하려면 어떻게 해야 해?,카드를 수령한 다음 사용 등록을 하고 오토 캐시백을 신청하면 돼.,하나카드:23048
한도상향 접수/처리,주말에 한도 상향 요청이 어려웠던 이유는 뭐 때문이지?,주말에는 고객센터가 운영되지 않아 서비스 이용에 제한이 있었어.,하나카드:23051
선결제/즉시출금,선결제를 위해 통장에서 빠져나간 돈은 얼마야?,이백만 원,하나카드:23046
승인취소/매출취소 안내,이번 달 결제할 금액이 100만 원이라면 10만 원 차감 신청을 했을 경우 자동 차감돼서 얼마를 결제하면 돼?,90만 원,하나카드:23064
승인취소/매출취소 안내,결제 취소 처리가 즉시 완료되었나요?,"아니요, 아직 취소 요청이 처리되지 않았습니다.",하나카드:23052
한도상향 접수/처리,소득 확인을 위해 공공 마이데이터 서비스 이용에 동의하면 소득 서류를 보내지 않아도 돼?,응.,하나카드:23060
일부결제대금이월약정 안내,이월 약정 리볼빙 서비스에 가입하면 결제일에 잔고가 부족할 경우 어떻게 돼?,다음 달로 카드 대금이 이월된다.,하나카드:23066
선결제/즉시출금,카드 결제일에 결제 계좌가 아닌 다른 계좌에서 일회성 출금으로 납부가 가능한가요?,네.,하나카드:23135
한도상향 접수/처리,한도 상향 심사에 공공 마이데이터 서비스를 왜 이용하려고 하는 거야?,"고객의 정확한 소득이 확인되면 심사에 유리한데, 서류 제출 없이 실시간으로 소득 확인이 가능해서다.",하나카드:23063
일부결제대금이월약정 안내,사람들은 이월 약정 리볼빙 서비스를 연체 방지용으로 많이 가입하고 있어?,응.,하나카드:23066
선결제/즉시출금,선결제 완료 후에 사용한 요금이 있으면 결제일에 청구될 수 있어?,응.,하나카드:23070
서비스 이용방법 안내,카드 대금에 할인이 적용된 것을 어떻게 확인할 수 있어?,카드 대금 청구서에 마이너스 금액으로 표시되어 알 수 있다.,하나카드:23065
이용내역 안내,카드 사용 즉시 문자로 누적 금액이 바로 표시되나요?,"예, 카드를 사용하면 문자 상에 바로 누적 금액이 표시됩니다.",하나카드:23088
서비스 이용방법 안내,쿠폰 서비스 이용 시 추가 비용이 발생하나요?,"아니요, 별도의 추가 비용 없이 제공되는 서비스입니다.",하나카드:23079
이용방법 안내,같은 상품의 카드를 두 개 발급받았을 경우 어떻게 되나요?,하나가 못 쓰게 됨,하나카드:23126
신용공여기간 안내,일시불과 현금 서비스의 청구 기간이 서로 다른가?,"예, 청구 기간이 서로 다릅니다.",하나카드:23092
이용방법 안내,새 카드가 발급되면 이전 카드는 사용이 불가능한 거야?,응.,하나카드:23126
단기카드대출 안내/실행,이 상담에서 신청한 대출의 이자율은 얼마인가?,19.4%,하나카드:23149
결제대금 안내,이번 달 납부할 할부 금액은 얼마인가요?,할부 금액,하나카드:23125
이용내역 안내,티머니 가입 시 처음에 승인된 금액은 무엇을 의미하나요?,보증금,하나카드:23141
일부결제대금이월약정 해지,해지 후 남은 연회비는 어떻게 되지?,남은 연회비는 은행 계좌로 환불돼.,하나카드:23102
선결제/즉시출금,결제 계좌가 아닌 다른 계좌에서 출금하여 납부 처리를 한 후 결제 계좌의 잔고를 왜 비워야 하지?,이중 납부가 될 수 있기 때문이다.,하나카드:23135
이용내역 안내,취소된 거래 금액은 얼마인가?,해당 원,하나카드:23138
쇼핑케어,멤버십 서비스에 가입하면 매달 15일에 할인권을 받는 것인가요?,"아니요, 매달 1일에 할인권을 받습니다.",하나카드:23172
이벤트 안내,스타벅스 쿠폰은 어떻게 확인할 수 있나요?,카드 앱에서 확인,하나카드:23169
교육비,학생의 카드 결제가 승인 거절된 주된 이유는 무엇인가?,정지된 카드로 승인 요청했기 때문,하나카드:23166
"정부지원 바우처 (등유, 임신 등)",체크 카드로 바우처를 사용하는 경우 차감 내용을 어떻게 전달받을 수 있나요?,문자로,하나카드:23171
결제일 안내/변경/취소,8월 10일 결제 금액에 대한 청구서는 확정되었나요?,아니요.,하나카드:23183
"정부지원 바우처 (등유, 임신 등)",교육 급여 바우처는 어떻게 사용할 수 있나요?,교육 관련 업종에서 체크카드로 사용,하나카드:23171
쇼핑케어,멤버십 서비스의 월 이용료는 얼마인가요?,2천 원,하나카드:23172
포인트/마일리지 전환등록,포인트는 적립된 후 몇 년 동안 소멸되지 않나요?,5년,하나카드:23176
소득공제 확인서/종합소득세 안내,연말 정산 내역서는 한 장으로 간단하게 작성되어 있나요?,"예, 한 달에 얼마씩 적혀있는 간단한 한 장짜리 서류입니다.",하나카드:23192
한도 안내,신용카드 한도는 어떻게 초기화되나요?,매월 초기화되지 않고 결제일에 납부한 금액만큼 다시 사용 가능,하나카드:23181
단기카드대출 안내/실행,현금 서비스 이용 시 적용되는 연 이자율은 얼마인가?,13.65%,하나카드:23182
승인취소/매출취소 안내,해당 카드사는 결제를 취소할 수 있는 권한이 있지?,"아니, 없어.",하나카드:23230
긴급 배송 신청,오늘 오후 4시 이후에 긴급 배송을 즉시 신청할 수 있나요?,"아니요, 내일 긴급 배송으로 최대한 빠르게 처리하겠습니다.",하나카드:23193
이벤트 안내,백화점에서 결제 시 무이자 할부는 몇 개월까지 가능해?,3개월까지 무이자 할부가 가능해.,하나카드:23200
일부결제대금이월약정 안내,선결제 후 추가 사용 금액에 대해 리볼빙 처리가 가능한가?,"예, 선결제 후에도 추가 사용 금액에 대해 리볼빙 처리가 가능합니다.",하나카드:23195
심사 진행사항 안내,전화한 은행원은 자신의 복지 카드 발급 진행 상황을 확인했지?,"아니, 은행원의 손님이 신청한 복지 카드 발급 진행 상황을 확인했어.",하나카드:23212
단기카드대출 안내/실행,현금 서비스로 신청한 금액은 얼마인가요?,현금 서비스는 신청한 금액이 현금 서비스로 처리되었습니다.,하나카드:23208
이용내역 안내,카드사로 전표가 넘어오는 데 걸리는 시간이 얼마나 돼?,"2, 3일",하나카드:23209
결제일 안내/변경/취소,결제일 변경 시 재변경이 불가능한 기간은 얼마인가?,일 이내,하나카드:23244
이벤트 안내,무이자 혜택이 적용되는 주요 업종은 무엇인가요?,"온라인 쇼핑, 백화점, 종합병원, 병원, 약국, 대형 마트, 여행사, 면세점, 항공",하나카드:23240
승인취소/매출취소 안내,결제한 내역을 취소하려면 어떻게 해야 하나요?,결제한 매장이나 페이코 고객센터에 직접 문의하기,하나카드:23230
증명서/확인서 발급,카드사는 서류 접수를 6시까지 받지?,"아니, 5시 반까지 받아.",하나카드:23241
이벤트 안내,지금 카드사에서 진행하는 무이자 이벤트 업종에 종합병원도 들어가?,응.,하나카드:23240
"정부지원 바우처 (등유, 임신 등)",골프장에서도 교육 급여 바우처를 사용할 수 있지?,아니.,하나카드:23249
이벤트 안내,할인받은 통신 요금도 카드 실적에 포함이 되지?,"아니, 할인받지 않은 통신 요금만 실적에 포함될 수 있어.",하나카드:23256
승인취소/매출취소 안내,카드사에서는 자동 이체를 차단할 수 있지?,아니.,하나카드:23253
"정부지원 바우처 (등유, 임신 등)",교육 급여 바우처 포인트는 어떤 용도로 사용할 수 있나요?,교육 활동 관련 구매,하나카드:23249
오토할부/오토캐쉬백 안내/신청/취소,한도 내에서 결제하여 내달 청구되는 후불 개념으로 이벤트 등록하면 캐시백률을 1.3%로 받을 수 있어?,"아니, 1%로 받을 수 있어.",하나카드:23287
이벤트 안내,카드 연회비는 1년에 한 번 내는 것인가?,"예, 기본 연회비와 추가 서비스 연회비 모두 1년에 한 번 냅니다.",하나카드:23284
심사 진행사항 안내,챗봇 링크는 받은 시점으로부터 몇 시간 이내에 실행해야 하나?,두 시간,하나카드:23280
매출구분 변경,가맹점에서 무이자 할부를 진행할 수 있나요?,"예, 가맹점에서 취소 후 다시 할부로 결제하면 무이자 할부가 가능합니다.",하나카드:23277
가상계좌 안내,리볼빙 시 적용되는 수수료 퍼센트는 얼마인가?,19.95%,하나카드:23275
교육비,카드사를 통해 신청된 정보가 최종 승인되면 자동이체 등록이 완료되나요?,"네, 카드사를 통해 신청된 정보가 최종 승인되면 자동이체 등록이 완료됩니다.",하나카드:23279
이벤트 안내,전월 실적이 얼마 이상이면 통신 요금 자동이체 금액에서 할인을 받을 수 있나?,몇 백원 이상,하나카드:23285
오토할부/오토캐쉬백 안내/신청/취소,카드 부서의 이벤트에 등록하여 대금 결제를 하면 현금 캐시백을 얼마나 받을 수 있나요?,0.8~0.3 퍼센트,하나카드:23287
결제계좌 안내/변경,몇 월부터 변경된 계좌번호로 카드 대금이 출금되지?,11월,하나카드:23324
결제일 안내/변경/취소,결제일 변경 시 기존 이용 금액이 변경된 결제일에 그대로 청구될까요?,"아니요, 단기 카드 대출이나 자동이체의 경우 이용 기간에 따라 두 달분이 청구될 수 있습니다.",하나카드:23311
일부결제대금이월약정 해지,카드 해지를 위해서는 미결제 잔액을 전부 처리해야 하나?,"예, 미결제 잔액을 전부 처리해야 카드 해지가 완료됩니다.",하나카드:23306
이벤트 안내,다음 이벤트가 적용되는 기간은 몇 개월이야?,6개월,하나카드:23309
선결제/즉시출금,할부 상환 시 중도 상환 수수료 없이 부분 상환할 수 있는 방법은 어떻게 되나요?,사용된 날짜 이자와 함께 선결제,하나카드:23343
결제계좌 안내/변경,모든 은행의 결제 계좌에서 오후 11시 이후 자동이체 출금이 가능한가요?,"아니요, 특정 은행에서만 가능합니다.",하나카드:23305
매출구분 변경,해외 카드 사용 금액 할부 전환 시 무이자 할부가 가능한가?,아니요.,하나카드:23325
한도 안내,현재 학생이 수업 중인 상황에서 상담을 즉시 진행할 수 있나요?,"아니요, 나중에 학부모와 직접 통화하여 상담을 진행해야 합니다.",하나카드:23327
이벤트 안내,무이자 할부 시 첫 4회차 동안 이자를 어떻게 부담해야 하나요?,첫달부터 4회차까지 이자를 부담해야 합니다.,하나카드:23340
일부결제대금이월약정 안내,결제일의 수수료 금액은 오늘 안내받은 예정 금액과 정확히 동일한가요?,"아니요, 결제일 청구 금액은 달라질 수 있습니다.",하나카드:23338
승인취소/매출취소 안내,"보통 평일 기준으로, 결제 취소 전표가 카드사에 도착하는데 3, 4일 정도 걸려?",응.,하나카드:23365
일부결제대금이월약정 안내,장기 카드 대출은 다음 달로 이월되나요?,"아니요, 장기 카드 대출은 이월되지 않습니다.",하나카드:23330
이용내역 안내,결제 금액은 어떻게 납부할 수 있나요?,손님의 연결된 계좌에서 선결제하거나 가상계좌로 납부할 수 있습니다.,하나카드:23367
이벤트 안내,카드 해지는 전화로 바로 가능한가?,"예, 지금처럼 전화로 요청하면 바로 해지할 수 있습니다.",하나카드:23350
한도 안내,카드 유효 기간은 어떻게 알 수 있어?,"카드 앞면에 보면 월, 연 순으로 중앙에 나와 있다.",하나카드:23376
선결제/즉시출금,지금 완납하면 이자도 함께 내야 해?,"아니, 이자 없이 원금만 납부하는 거야.",하나카드:23379
"정부지원 바우처 (등유, 임신 등)",바우처 잔액 확인은 앱에서도 할 수 있어?,아니.,하나카드:23410
결제대금 안내,이번 달 청구되는 연회비는 얼마인가?,"4,000원",하나카드:23406
"정부지원 바우처 (등유, 임신 등)",바우처 사용이 제한되는 항목에는 무엇이 있나요?,"피부 체형관리, 주점, 면세점, 골프장, 헬스클럽, 당구장, 오락실, PC방, 노래방, 보험, 전화요금, 우편 요금, 공과금, 지방 관세, 국세, 상품권, 선불 전자 지급 수단 충전, 기부금 등이 바우처 사용이 제한되는 항목입니다.",하나카드:23407
이용방법 안내,카드 실적 충족 시 받을 수 있는 혜택은 어떻게 확인할 수 있나요?,앱의 혜택 메뉴에서 지난달과 이번 달 실적 및 받은 혜택 확인 가능,하나카드:23419
승인취소/매출취소 안내,승인 후 카드 전표가 접수되지 않으면 어떻게 처리돼?,한 달 후에 자동으로 승인 내역이 삭제돼.,하나카드:23428
한도 안내,현금 서비스의 한도 상향은 카드 발급 후 2개월 이후에 확인 가능해?,"아니, 1개월이 지나면 확인해 볼 수 있어.",하나카드:23421
이용방법 안내,카드 실적에 따라 할부 금액은 얼마나 할인돼?,"60만 원 이상 사용하면 2만 원, 30만 원 이상 사용하면 만 원 할인돼.",하나카드:23419
도난/분실 신청/해제,카드의 분실 정지 상태를 해지하고 즉시 이용할 수 없는 기능은 무엇인가요?,후불 하이패스 기능입니다.,하나카드:23423
이용내역 안내,리볼빙 서비스에 가입하면 따로 내야 하는 금액이 있어?,아니.,하나카드:23429
"정부지원 바우처 (등유, 임신 등)",바우처를 노래방에서 사용할 수 있어?,"아니, 사용할 수 없어.",하나카드:23418
매출구분 변경,할부 변경으로 인해 수수료가 발생하였나요?,예.,하나카드:23436
일부결제대금이월약정 안내,리볼빙 서비스의 결제 비율을 변경하고 싶을 때 어떻게 해야 하나요?,결제 대금 확정 후 결제일 월요일까지 전화로 변경 가능,하나카드:23433
이용방법 안내,카드를 삼성페이에 등록하려면 삼성에 연락해야 해?,"아니, 상담사가 등록하는 방법을 알려줬어.",하나카드:23426
결제대금 안내,해외에서 결제를 하면 카드사로 실시간 반영이 즉시 되는 거야?,아니.,하나카드:23434
이용내역 안내,보험료가 이중으로 승인됐는지 확인하려면 보험사 대표번호로 연락하면 돼?,응.,하나카드:23422
단기카드대출 안내/실행,검찰청을 사칭한 보이스 피싱도 있어?,응.,하나카드:23447
일부결제대금이월약정 안내,리볼빙 서비스 100% 설정 시 수수료가 발생하나요?,아니요.,하나카드:23433
선결제/즉시출금,확정된 결제 금액이 나오기 전에도 일부 선결제가 가능한가요?,예.,하나카드:23435
서비스 이용방법 안내,카드로 라운지에 입장하기 위해 어떻게 해야 하나요?,"라운지 안내 데스크에 당일 탑승권, 여권 및 앱에 있는 해당 카드 제시",하나카드:23432
"정부지원 바우처 (등유, 임신 등)",교육 급여 바우처로 사용할 수 없는 대표적인 업종은 무엇인가?,"주류 전문점, 유흥 주점, 사우나, 노래방, 카지노 등",하나카드:23449
서비스 이용방법 안내,라운지를 이용하려면 특정 금액 이상의 실적이 필요해?,응.,하나카드:23432
결제대금 안내,해외 결제 시 카드사에 반영되는 시간이 2-3일 정도 소요되는 이유는 무엇인가?,카드 브랜드 회사를 거쳐 넘어오기 때문,하나카드:23434
결제대금 안내,해외에서 결제를 한 내역이 카드사에 반영이 되려면 얼마가 걸려?,"최소 2, 3일",하나카드:23434
가상계좌 예약/취소,상담 내용에서 가상계좌의 결제 금액에 이자는 포함되지 않았니?,"아니, 가상계좌 입금액은 이자와 원금을 합친 금액이야.",하나카드:23437
이벤트 안내,적립된 포인트는 물건을 살 때 사용할 수 있어?,응.,하나카드:23430
안심클릭/▲▲카드/기타페이 안내,장기 대출 중도상환 시 상환 방식은 어떻게 할 수 있나요?,완납 또는 부분 상환 모두 가능,하나카드:23444
승인취소/매출취소 안내,가맹점에서 취소 전표가 카드사로 넘어오는데 걸리는 시간은 얼마야?,4일에서 5일,하나카드:23443
매출구분 변경,왜 당월 청구 대금이 변경되나요?,할부 변경에 따라서 할부 수수료가 청구되고 당월 청구 금액이 조정되기 때문입니다.,하나카드:23436
선결제/즉시출금,대출 계약 후 며칠까지 전액 상환하면 대출 계약 철회 대상에 해당하나요?,14일 이내,하나카드:23448
연회비 안내,신청한 카드를 한 번도 사용하지 않으면 연회비도 없는 거야?,아니.,하나카드:23454
단기카드대출 안내/실행,고금리 대출 받고 상환하면 저금리 대출이 가능하다는 금융 회사 직원의 연락을 받으면 보이스 피싱을 의심해야 해?,"응, 이유를 대면서 수수료 납부를 요구하는 경우도 있어.",하나카드:23453
쇼핑케어,멤버십 서비스 가입을 해지하면 곧바로 재가입할 수는 없어?,응.,하나카드:23450
이용내역 안내,미리 티비의 가맹점 명은 주식회사 미리야?,"아니, 주식회사 이니시스야.",하나카드:23451
선결제/즉시출금,남아 있는 카드론의 매달 결정액에는 무엇까지 포함된 거야?,이자,하나카드:23452
"정부지원 바우처 (등유, 임신 등)",상담 내용으로 볼 때 교육 급여 바우처를 서점에서 쓸 수 있니?,"응, 상담사가 말한 바우처 사용 제한 업종에 서점은 들어 있지 않아.",하나카드:23449
승인취소/매출취소 안내,결제 취소가 카드사의 전표 매입에 걸리는 시일은 며칠이야?,평일 기준 2~3일,하나카드:23460
선결제/즉시출금,대출 일부 상환 처리 후 월별 청구 금액은 변동이 있나요?,예.,하나카드:23461
가상계좌 예약/취소,가상계좌 입금은 오늘 밤 11시 반까지인가요?,예.,하나카드:23472
이용내역 안내,현대해상 화재보험에서 결제한 내역이 왜 아직 청구되지 않았나요?,보험사에서 카드사로 영수증을 아직 보내지 않아 청구가 확정되지 않았기 때문입니다.,하나카드:23469
한도 안내,상담 내용에서 카드 사용 시 정해진 사용 금액을 초과하는 상황을 무엇이라 부르니?,한도 초과,하나카드:23455
선결제/즉시출금,이번 달 결제 예정 금액은 할인이 적용된 상태인가?,"예, 기본 할인이 적용된 금액입니다.",하나카드:23489
전화요금,대리점을 통해 자동이체를 신청했나요?,"예, 대리점을 통해 자동이체를 신청했습니다.",하나카드:23478
이용내역 안내,후불 교통 카드 결제는 사용 당일에 즉시 이루어지나요?,"아니요, 후불 교통 특성상 사용 시점과 결제 시점이 다릅니다.",하나카드:23492
선결제/즉시출금,카드 대금을 결제한 이후에도 다른 금액이 나중에 청구될 가능성이 있어?,응.,하나카드:23500
장기카드대출 안내,장기 카드 대출의 원래 연 이율은 몇 프로야?,16.29%,하나카드:23482
연체대금 즉시출금,이중 출금이 발생하면 환급 처리가 불가능한가요?,"아니요, 익영업일 오전에 결제 계좌로 환급이 가능합니다.",하나카드:23468
연체대금 즉시출금,연체 대금 출금은 계좌 변경과 함께 즉시 결제가 가능한가요?,"예, 가능합니다.",하나카드:23468
연회비 안내,기본 연회비를 제외한 제휴 연회비는 얼마인가요?,제휴 연회비는 일정 금액,하나카드:23477
이용내역 안내,통신 요금을 카드로 납부하면 연말정산 공제를 받을 수 있어?,아니요.,하나카드:23485
장기카드대출 안내,신용 조회 기록이 신용도에 영향을 미칠 수 있어?,예.,하나카드:23482
선결제/즉시출금,카드 할부 개월 수는 어떻게 결정되나요?,가맹점 업종과 가맹점에 따라 다르게 결정됩니다.,하나카드:23501
결제일 안내/변경/취소,카드 결제일을 변경하고 나면 얼마 동안은 재변경이 안 된다고 해?,60일,하나카드:23488
결제일 안내/변경/취소,결제일 변경 시 주의해야 할 사항은 무엇인가?,"60일 이내 재변경 불가, 기존 사용금액 청구 방식 변동 가능성",하나카드:23488
이용내역 안내,10만 원 이하 결제 시 받는 문자 알림은 유료 서비스야?,응.,하나카드:23495
승인취소/매출취소 안내,미리 납부하였던 결제 취소 금액은 어떻게 처리돼?,고객의 결제 계좌로 환급돼.,하나카드:23490
선결제/즉시출금,선결제를 완료하고 나면 다음 달에 추가 결제될 금액은 없어?,아니.,하나카드:23497
서비스 이용방법 안내,모바일 카드를 플라스틱 카드로 재발급 받으려면 어떻게 해야 하나요?,모바일이나 홈페이지를 통해 재발급 신청,하나카드:23502
승인취소/매출취소 안내,취소된 결제 금액은 청구서에서 제외될 예정이야?,응.,하나카드:23516
일부결제대금이월약정 해지,연회비는 어떻게 환불될 예정인가요?,평일 기준 5일 이내 통장으로 자동 입금될 예정입니다.,하나카드:23507
일부결제대금이월약정 해지,이월 금액 약정 서비스도 해지되었나요?,"예, 고객의 요청에 따라 이월 금액 약정 서비스도 해지되었습니다.",하나카드:23507
소득공제 확인서/종합소득세 안내,개인사업자가 국세청에 등록하려고 하는 카드는 무엇을 등록하려고 했나요?,사업자용 신용카드,하나카드:23531
이벤트 안내,중고차 구매 시 할부 금리는 얼마인가?,연 18.35%,하나카드:23536
결제일 안내/변경,카드 결제일 변경 후 60일 이내에 재변경이 가능한가?,"아니요, 60일 이내에는 재변경이 어려울 수 있습니다.",하나카드:23558
연회비 안내,카드의 포인트는 현금처럼 사용할 수 있어?,응.,하나카드:23554
이벤트 안내,중고차 구매할 때 적용할 수 있는 무이자 이벤트가 있나요?,"아니요, 중고차 업종으로는 무이자 할부 행사가 없습니다.",하나카드:23536
이용내역 안내,후불 교통 이용 요금에 대한 환급금은 통장으로 입금되나요?,예.,하나카드:23529
이용내역 안내,왜 교통비가 자동으로 차감되지 않았나요?,후불 교통 카드 이용 요금이라서 지원금이 청구 환급 프로세스를 통해 처리되기 때문입니다.,하나카드:23529
이용내역 안내,임산부 교통비 지원을 위해 사용 중인 카드는 무엇인가요?,교통카드,하나카드:23529
결제계좌 안내/변경,왜 결제 계좌의 잔고를 비워두어야 해?,이중 출금이 발생할 수 있으므로 결제 계좌의 잔고를 비워두는 것이 필요해.,하나카드:23514
결제대금 안내,장기 카드 대출 이자는 현재 얼마야?,16.09%,하나카드:23522
한도상향 접수/처리,카드 한도 상향 심사 결과는 상담 중 바로 확인되었나요?,"아니요, 내일까지 결과가 나올 예정입니다.",하나카드:23548
결제일 안내/변경,아파트 관리비는 카드 이용 실적으로 포함되나요?,아니요.,하나카드:23539
프리미엄 바우처 안내/발급,제공 기간이 지난 미사용 바우처는 다음으로 이월되나요?,"아니요, 자동 소멸됩니다.",하나카드:23557
프리미엄 바우처 안내/발급,프리미엄 바우처는 카드 발급자 본인에게만 제공되는 건가요?,네.,하나카드:23552
이용내역 안내,결제가 거부된 이유는 무엇입니까?,잔액 부족,하나카드:23550
일부결제대금이월약정 해지,카드 해지 후 적립된 포인트가 있나요?,"아니요, 적립된 포인트가 없습니다.",하나카드:23551
한도 안내,한도 상향을 위한 자동 산정은 얼마나 자주 이루어지나요?,월에 한 번,하나카드:23564
결제일 안내/변경,체크카드 자체는 현재 정상적으로 발급되어 있나요?,"예, 체크카드는 문제없이 정상적으로 발급되어 있습니다.",하나카드:23573
결제일 안내/변경/취소,"포인트가 얼마일 때, 결제 문자 알림 서비스 요금으로 우선 납부되지?",300포인트 이상,하나카드:23563
"정부지원 바우처 (등유, 임신 등)","체크카드로 교육 바우처를 사용할 때, 포인트가 부족하면 현금으로 결제되나요?",네.,하나카드:23561
승인취소/매출취소 안내,카드사에 매출 취소 영수증이 접수되었나?,"아니요, 카드사에 매출 취소 영수증이 접수되지 않았습니다.",하나카드:23574
"정부지원 바우처 (등유, 임신 등)",카드사 홈페이지에서 교육 급여 바우처에 관한 확인을 할 수 있어?,아니.,하나카드:23576
이벤트 안내,이벤트 혜택을 받기 위해 직전 몇 개월 동안 카드 신용 결제 이력이 없어야 하나요?,2개월,하나카드:23579
연체대금 즉시출금,카드 연체 대금을 즉시 출금 처리할 경우 이중 출금을 막으려면 결제 계좌의 잔고를 없애면 돼?,응.,하나카드:23594
이용내역 안내,할부 기간을 변경하려면 어떻게 해야 해?,고객이 가맹점에 문의하여 취소 후 재결제를 해야 해.,하나카드:23603
승인취소/매출취소 안내,주유소에서 카드 결제 취소를 어떻게 처리할 수 있나요?,주유소에서 카드사의 가맹점 부서로 직접 연락,하나카드:23599
연체대금 즉시출금,오늘 연체 대금 즉시 출금 후 이중 출금된 경우 어떻게 처리돼?,내일 오전 중에 이중 출금된 금액이 결제계좌로 입금돼.,하나카드:23596
승인취소/매출취소 안내,주유소에서 카드사에 승인 취소를 요청하려면 법인 부서로 연락하면 돼?,"아니, 가맹점 부서로 연락해야 해.",하나카드:23599
일부결제대금이월약정 해지,카드 해지 후 다시 카드를 발급받고 싶다면 어떻게 해야 해?,"다시 심사를 받고, 카드 발급을 진행해야 해.",하나카드:23602
연체대금 즉시출금,후불 교통 카드는 연체 대금을 결제해도 바로 사용할 수 없어?,"응, 후불 교통 카드 기능이 있으면 2, 3영업일 이후부터 카드를 사용할 수 있어.",하나카드:23596
이용방법 안내,모바일카드와 실물카드 실적은 합산되나요?,네.,하나카드:23605
이용내역 안내,후불 교통카드 기능을 사용하면 어떤 이벤트 혜택에 제한이 생기나요?,신용카드 신규 발급 프로모션 대상에서 제외됨,하나카드:23606
이용내역 안내,카드를 갱신하면 자동 이체 설정을 전부 다시 해야 하나요?,아니요.,하나카드:23609
선결제/즉시출금,대출을 받지 않고 신용 조회만 해도 신용도가 떨어질 수 있어?,아니.,하나카드:23604
